ts,session,tag,run,status,fw_tag,cpu_mhz,flash_hz,flash_mode,model_banner,head_mb,psram_free_kb,temp_start,temp_end,tokens,seconds,tok_per_s,ms_per_tok,ms_input,ms_attn,ms_ffn,ms_ple,ms_head,ms_residual
2026-08-10T00:54:42,B,ple-d32-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,35.3,36.3,200,31.43,6.36,156.5,2.1,50.7,82.2,4.6,16.8,0.100
2026-08-10T00:55:47,B,ple-d64-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,36.3,200,31.68,6.31,157.8,4.0,52.1,76.4,8.3,16.9,0.100
2026-08-10T00:56:22,B,ple-d64-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,36.3,200,31.68,6.31,157.8,4.0,52.1,76.4,8.3,16.9,0.100
2026-08-10T00:56:58,B,ple-d64-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,36.3,200,31.68,6.31,157.8,4.0,52.1,76.4,8.3,16.9,0.100
2026-08-10T00:57:33,B,ple-d64-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,36.3,200,31.68,6.31,157.8,4.0,52.1,76.4,8.3,16.9,0.100
2026-08-10T00:58:09,B,ple-d64-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,36.3,200,31.68,6.31,157.8,4.0,52.1,76.4,8.3,16.9,0.100
2026-08-10T00:59:25,B,ple-d128-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,34.3,36.3,200,31.44,6.36,156.6,7.9,51.7,64.5,15.7,16.8,0.000
2026-08-10T01:00:00,B,ple-d128-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,35.3,36.3,200,31.51,6.35,157.0,7.9,52.0,64.5,15.7,16.9,0.000
2026-08-10T01:00:35,B,ple-d128-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,35.3,36.3,200,31.51,6.35,157.0,7.9,52.0,64.5,15.7,16.9,0.000
2026-08-10T01:01:11,B,ple-d128-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,35.3,36.3,200,31.51,6.35,157.0,7.9,52.0,64.5,15.7,16.9,0.000
2026-08-10T01:01:46,B,ple-d128-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,35.3,36.3,200,31.45,6.36,156.6,7.9,51.7,64.5,15.7,16.8,0.000
2026-08-10T01:03:25,B,ple-d256-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,34.3,36.3,200,31.53,6.34,157.0,15.6,52.1,41.2,31.2,16.9,0.000
2026-08-10T01:04:00,B,ple-d256-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,35.3,36.3,200,31.53,6.34,157.0,15.6,52.1,41.2,31.2,16.9,0.000
2026-08-10T01:04:35,B,ple-d256-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,36.3,200,31.53,6.34,157.0,15.6,52.1,41.2,31.2,16.9,0.000
2026-08-10T01:05:11,B,ple-d256-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,37.3,200,31.53,6.34,157.0,15.6,52.1,41.2,31.2,16.9,0.000
2026-08-10T01:05:46,B,ple-d256-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,37.3,200,31.53,6.34,157.0,15.6,52.1,41.2,31.2,16.9,0.000
2026-08-10T01:06:39,B,ple-c1M-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,35.3,36.3,200,23.35,8.57,116.1,4.0,50.3,36.7,8.3,16.8,0.000
2026-08-10T01:07:06,B,ple-c1M-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,35.3,36.3,200,23.40,8.55,116.4,4.0,50.5,36.7,8.3,16.8,0.100
2026-08-10T01:07:34,B,ple-c1M-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,37.3,200,23.40,8.55,116.4,4.0,50.5,36.7,8.3,16.8,0.100
2026-08-10T01:08:01,B,ple-c1M-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,37.3,200,23.40,8.55,116.4,4.0,50.5,36.7,8.3,16.8,0.100
2026-08-10T01:08:28,B,ple-c1M-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,37.3,200,23.40,8.55,116.4,4.0,50.5,36.7,8.3,16.8,0.100
2026-08-10T01:09:45,B,ple-c2M-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,35.3,36.3,200,39.50,5.06,196.9,4.0,51.9,115.8,8.3,16.9,0.000
2026-08-10T01:10:28,B,ple-c2M-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,35.3,36.3,200,39.50,5.06,196.9,4.0,51.9,115.8,8.3,16.9,0.000
2026-08-10T01:11:12,B,ple-c2M-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,35.3,36.3,200,39.50,5.06,196.9,4.0,51.9,115.8,8.3,16.9,0.000
2026-08-10T01:11:55,B,ple-c2M-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,35.3,36.3,200,39.50,5.06,196.9,4.0,51.9,115.8,8.3,16.9,0.000
2026-08-10T01:12:39,B,ple-c2M-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,35.3,36.3,200,39.43,5.07,196.5,4.0,51.7,115.7,8.3,16.8,0.000
2026-08-10T01:14:19,B,ple-c3M-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,34.3,36.3,200,55.39,3.61,276.4,4.0,51.7,195.5,8.3,16.8,0.100
2026-08-10T01:15:19,B,ple-c3M-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,35.3,36.3,200,55.47,3.61,276.7,4.0,52.0,195.6,8.3,16.9,-0.100
2026-08-10T01:16:19,B,ple-c3M-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,35.3,36.3,200,55.47,3.61,276.7,4.0,52.0,195.6,8.3,16.9,-0.100
2026-08-10T01:17:19,B,ple-c3M-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,35.3,36.3,200,55.47,3.61,276.7,4.0,52.0,195.6,8.3,16.9,-0.100
2026-08-10T01:18:18,B,ple-c3M-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,35.3,36.3,200,55.47,3.61,276.7,4.0,52.0,195.6,8.3,16.9,-0.100
2026-08-10T01:19:19,B,ple-L4-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,35.3,36.3,200,30.17,6.63,150.3,2.8,34.7,90.4,5.5,16.9,0.000
2026-08-10T01:19:53,B,ple-L4-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,35.3,36.3,200,30.17,6.63,150.3,2.8,34.7,90.4,5.5,16.9,0.000
2026-08-10T01:20:27,B,ple-L4-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,35.3,36.3,200,30.17,6.63,150.3,2.8,34.7,90.4,5.5,16.9,0.000
2026-08-10T01:21:01,B,ple-L4-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,36.3,36.3,200,30.17,6.63,150.3,2.8,34.7,90.4,5.5,16.9,0.000
2026-08-10T01:21:35,B,ple-L4-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,36.3,36.3,200,30.17,6.63,150.3,2.8,34.7,90.4,5.5,16.9,0.000
2026-08-10T01:22:45,B,ple-L8-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,35.3,36.3,200,32.97,6.07,164.3,5.3,69.2,61.7,11.1,16.9,0.100
2026-08-10T01:23:22,B,ple-L8-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,35.3,36.3,200,32.89,6.08,163.9,5.3,68.9,61.7,11.1,16.8,0.100
2026-08-10T01:23:59,B,ple-L8-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,36.3,200,32.97,6.07,164.3,5.3,69.2,61.7,11.1,16.9,0.100
2026-08-10T01:24:36,B,ple-L8-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,37.3,200,32.97,6.07,164.3,5.3,69.2,61.7,11.1,16.9,0.100
2026-08-10T01:25:13,B,ple-L8-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,36.3,200,32.89,6.08,163.8,5.3,68.9,61.7,11.1,16.8,0.000
2026-08-10T01:26:16,B,ple-D96-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,35.3,36.3,200,30.82,6.49,153.5,3.2,34.7,96.4,6.4,12.7,0.100
2026-08-10T01:26:51,B,ple-D96-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,35.3,36.3,200,30.88,6.48,153.8,3.2,34.9,96.4,6.4,12.8,0.100
2026-08-10T01:27:26,B,ple-D96-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,35.3,36.3,200,30.88,6.48,153.8,3.2,34.9,96.4,6.4,12.8,0.100
2026-08-10T01:28:01,B,ple-D96-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,36.3,36.3,200,30.88,6.48,153.8,3.2,34.9,96.5,6.4,12.8,0.000
2026-08-10T01:28:35,B,ple-D96-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,36.3,37.3,200,30.82,6.49,153.5,3.2,34.7,96.4,6.4,12.7,0.100
2026-08-10T01:29:45,B,ple-D160-s0@cpu160,1,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,35.3,36.3,200,33.52,5.97,167.0,5.2,74.1,56.3,10.4,20.9,0.100
2026-08-10T01:30:22,B,ple-D160-s0@cpu160,2,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,35.3,36.3,200,33.52,5.97,167.0,5.2,74.1,56.3,10.4,20.9,0.100
2026-08-10T01:31:00,B,ple-D160-s0@cpu160,3,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,36.3,200,33.52,5.97,167.0,5.2,74.1,56.3,10.4,20.9,0.100
2026-08-10T01:31:37,B,ple-D160-s0@cpu160,4,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,36.3,200,33.52,5.97,167.0,5.2,74.1,56.3,10.4,20.9,0.100
2026-08-10T01:32:15,B,ple-D160-s0@cpu160,5,OK,v3-sram-actq,160,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,36.3,200,33.52,5.97,167.0,5.2,74.1,56.3,10.4,20.9,0.100
2026-08-10T01:34:05,B,ple-d32-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,34.3,35.3,200,58.63,3.41,292.2,4.0,91.0,157.3,8.8,31.2,-0.100
2026-08-10T01:35:08,B,ple-d32-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,34.3,35.3,200,58.72,3.41,292.7,4.0,91.3,157.3,8.8,31.3,0.000
2026-08-10T01:36:12,B,ple-d32-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,34.3,35.3,200,58.63,3.41,292.2,4.0,91.0,157.3,8.8,31.2,-0.100
2026-08-10T01:37:15,B,ple-d32-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,34.3,35.3,200,58.72,3.41,292.7,4.0,91.3,157.3,8.8,31.3,0.000
2026-08-10T01:38:18,B,ple-d32-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,34.3,35.3,200,58.63,3.41,292.2,4.0,91.0,157.3,8.8,31.2,-0.100
2026-08-10T01:39:51,B,ple-d64-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,35.3,200,58.97,3.39,293.9,7.6,92.8,146.3,15.9,31.3,-0.000
2026-08-10T01:40:54,B,ple-d64-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,35.3,200,58.97,3.39,293.9,7.6,92.8,146.3,15.9,31.3,-0.000
2026-08-10T01:41:58,B,ple-d64-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,35.3,200,58.97,3.39,293.9,7.6,92.8,146.3,15.9,31.3,-0.000
2026-08-10T01:43:01,B,ple-d64-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,35.3,200,58.97,3.39,293.9,7.6,92.8,146.3,15.9,31.3,-0.000
2026-08-10T01:44:04,B,ple-d64-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,35.3,200,58.87,3.40,293.4,7.6,92.4,146.3,15.9,31.2,-0.000
2026-08-10T01:45:49,B,ple-d128-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,34.3,35.3,200,58.68,3.41,292.5,15.0,92.6,123.4,30.1,31.3,0.100
2026-08-10T01:46:52,B,ple-d128-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,34.3,34.3,200,58.68,3.41,292.5,15.0,92.6,123.4,30.1,31.3,0.100
2026-08-10T01:47:55,B,ple-d128-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,34.3,35.3,200,58.58,3.41,292.0,15.0,92.3,123.4,30.1,31.2,0.000
2026-08-10T01:48:58,B,ple-d128-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,34.3,35.3,200,58.68,3.41,292.5,15.0,92.6,123.4,30.1,31.3,0.100
2026-08-10T01:50:01,B,ple-d128-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,34.3,34.3,200,58.68,3.41,292.5,15.0,92.6,123.4,30.1,31.3,0.100
2026-08-10T01:52:09,B,ple-d256-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,33.3,34.3,200,58.63,3.41,292.2,29.7,92.8,78.8,59.6,31.3,0.000
2026-08-10T01:53:12,B,ple-d256-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,34.3,34.3,200,58.52,3.42,291.7,29.7,92.4,78.7,59.6,31.2,0.100
2026-08-10T01:54:15,B,ple-d256-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,34.3,35.3,200,58.63,3.41,292.2,29.7,92.8,78.8,59.6,31.3,0.000
2026-08-10T01:55:18,B,ple-d256-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,34.3,35.3,200,58.63,3.41,292.2,29.7,92.8,78.8,59.6,31.3,0.000
2026-08-10T01:56:22,B,ple-d256-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,34.3,35.3,200,58.63,3.41,292.2,29.7,92.8,78.8,59.6,31.3,0.000
2026-08-10T01:57:35,B,ple-c1M-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,34.3,34.3,200,43.42,4.61,216.2,7.6,91.1,70.2,15.9,31.3,0.100
2026-08-10T01:58:23,B,ple-c1M-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,34.3,35.3,200,43.42,4.61,216.2,7.6,91.1,70.2,15.9,31.3,0.100
2026-08-10T01:59:10,B,ple-c1M-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,34.3,35.3,200,43.42,4.61,216.2,7.6,91.1,70.2,15.9,31.3,0.100
2026-08-10T01:59:58,B,ple-c1M-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,34.3,34.3,200,43.42,4.61,216.2,7.6,91.1,70.2,15.9,31.3,0.100
2026-08-10T02:00:45,B,ple-c1M-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,34.3,35.3,200,43.42,4.61,216.2,7.6,91.1,70.2,15.9,31.3,0.100
2026-08-10T02:02:38,B,ple-c2M-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,33.3,34.3,200,73.87,2.71,368.4,7.6,92.3,221.4,15.9,31.2,0.000
2026-08-10T02:03:57,B,ple-c2M-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,34.3,34.3,200,73.97,2.70,368.9,7.6,92.6,221.5,15.9,31.3,0.000
2026-08-10T02:05:15,B,ple-c2M-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,34.3,35.3,200,73.97,2.70,368.9,7.6,92.6,221.5,15.9,31.3,0.000
2026-08-10T02:06:34,B,ple-c2M-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,34.3,35.3,200,73.97,2.70,368.9,7.6,92.6,221.5,15.9,31.3,0.000
2026-08-10T02:07:53,B,ple-c2M-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,34.3,35.3,200,73.87,2.71,368.4,7.6,92.3,221.4,15.9,31.2,0.000
2026-08-10T02:13:34,B,ple-c3M-s0@cpu80,1,PARTIAL,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,33.3,,,,,,,,,,,
2026-08-10T02:18:36,B,ple-c3M-s0@cpu80,2,TIMEOUT,,,,,,,,,,,,,,,,,,,
2026-08-10T02:23:38,B,ple-c3M-s0@cpu80,3,TIMEOUT,,,,,,,,,,,,,,,,,,,
2026-08-10T02:28:39,B,ple-c3M-s0@cpu80,4,TIMEOUT,,,,,,,,,,,,,,,,,,,
2026-08-10T02:33:41,B,ple-c3M-s0@cpu80,5,TIMEOUT,,,,,,,,,,,,,,,,,,,
2026-08-10T02:35:08,B,ple-L4-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,33.3,34.3,200,56.56,3.54,281.8,5.2,61.8,172.9,10.6,31.3,0.000
2026-08-10T02:36:09,B,ple-L4-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,33.3,34.3,200,56.56,3.54,281.8,5.2,61.8,172.9,10.6,31.3,0.000
2026-08-10T02:37:10,B,ple-L4-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,34.3,34.3,200,56.56,3.54,281.8,5.2,61.8,172.9,10.6,31.3,0.000
2026-08-10T02:38:11,B,ple-L4-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,34.3,34.3,200,56.56,3.54,281.8,5.2,61.8,172.9,10.6,31.3,0.000
2026-08-10T02:39:12,B,ple-L4-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,34.3,34.3,200,56.56,3.54,281.8,5.2,61.8,172.9,10.6,31.3,0.000
2026-08-10T02:40:51,B,ple-L8-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,33.3,34.3,200,60.91,3.28,303.6,10.1,123.0,118.1,21.2,31.2,0.000
2026-08-10T02:41:56,B,ple-L8-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,33.3,34.3,200,61.03,3.28,304.2,10.1,123.4,118.2,21.2,31.3,0.000
2026-08-10T02:43:01,B,ple-L8-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,33.3,34.3,200,61.03,3.28,304.2,10.1,123.4,118.2,21.2,31.3,0.000
2026-08-10T02:44:07,B,ple-L8-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,34.3,34.3,200,61.03,3.28,304.2,10.1,123.4,118.2,21.2,31.3,0.000
2026-08-10T02:45:12,B,ple-L8-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,34.3,34.3,200,60.91,3.28,303.6,10.1,123.0,118.1,21.2,31.2,0.000
2026-08-10T02:46:44,B,ple-D96-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,33.3,34.3,200,57.93,3.45,288.7,6.0,62.0,184.7,12.3,23.7,0.000
2026-08-10T02:47:46,B,ple-D96-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,34.3,34.3,200,57.85,3.46,288.3,6.0,61.8,184.7,12.3,23.6,-0.100
2026-08-10T02:48:49,B,ple-D96-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,34.3,34.3,200,57.93,3.45,288.7,6.0,62.0,184.7,12.3,23.7,0.000
